Title,Reqt Num,Para Num,Requirement Name,Description,Verif Meth,cat1,Verif_Status
06) Booster Autopilot,AP-006,3.6,AP Power Xrf Capability,The AP shall have the capability of transferring at least 7 amperes of current from the 28V_POWER lines to the 27V_POS_BATT_VD  lines with a drop of no more than 1.5 volts.,Analysis,ICBM 1-4,Open
06) Booster Autopilot,AP-007,3.7,Transmit BIT 1553 Comd.,"Upon receipt of the TRANSMIT BIT command, the AP transmits the AP BIT word (status word) indicative of the status of the last message executed as specified by the status word bit pattern for each given message.",Analysis,ICBM 1-4,Open
06) Booster Autopilot,AP-008,3.8,Discrete signal noise immun.,"The AP shall provide noise immunity such that a 40 volt noise spike of 50 microseconds duration on the GT0_BOOSTER, SAFETY_ENABLE, and/or  AP_POWER_ENABLE signal lines does not cause a state change.",Inspection,ICBM 1-4,Open
06) Booster Autopilot,AP-009,3.9,GT0 Booster signal level shift,The AP shall implement a logic level shifts of the GT0_BOOSTER signal line such that corresponding state on the GT0_GPS_H output line is differential TTL compatible.,Inspection,ICBM 1-4,Open
06) Booster Autopilot,AP-010,4,GT0 signal output switch,"Upon receipt of a valid logic high signal on the GT0_BOOSTER signal line, the AP shall irreversibly close a switch between GT0_KV and its return which changes the resistance between these two lines from greater than 1 megaohms  to less than 70 ± 10  ohms.",,ICBM 1-4,Open
06) Booster Autopilot,AP-011,4.1,Safety Enable Output latch,"Upon receipt of a valid logic high signal on the SAFETY_ENABLE signal line, the AP shall latch the PROPULSION_ENABLE signal irreversibly to the logic high state.",Demonstration,ICBM 1-4,Open
06) Booster Autopilot,AP-012,4.2,AP Power Enable,"Upon receipt of a valid logic high signal on the AP_POWER_ENABLE signal line, the AP shall irreversibly apply power to the 27V_POS_BATT_VD output (AP squib power).",Demonstration,ICBM 1-4,Open
06) Booster Autopilot,AP-013,4.3,Built In Test,The AP shall provide software access and test capability to perform a minimum of 65% Testability for BIT.,Demonstration,ICBM 1-4,Open
06) Booster Autopilot,AP-014,4.4,Built In Test Reporting,The command to execute BIT and the reporting of BIT results within 60 seconds shall be via the 1553 bus.,Demonstration,ICBM 1-4,Open
06) Booster Autopilot,AP-015,4.5,BIT False Alarm Rate,The BIT false alarm rate shall be less that 0.60%.,Demonstration,ICBM 1-4,Open
06) Booster Autopilot,AP-016,4.6,28 VDC Output Power,"With input power to the AP as specified in the following table and a load of 18 amps, the voltage drop between the 28V input to the AP and the 28V_POS_EXT output from the AP shall be no more than 1.5V and the noise on the output shall not exceed the noise limit for the input power.",Inspection,ICBM 1-4,Open
06) Booster Autopilot,AP-021,5.1,Reliability,"Subsequent to booster launch after a successful PLBIT, the AP shall meet its performance requirements with a reliability of greater than or equal to 0.999 for the flight time.",Analysis,ICBM 1-4,Open
07) Rocket Motor Specification,BST-022,3.2.4.1,Booster Secure Data Transmission,The system data transmission shall compy with the NIST 8500 requirements.,Analysis;Inspection;Demo;,0,Open
07) Rocket Motor Specification,BST1-001,3.1,Probability of First Stage Successful Operation,Probability of booster successful operation shall be > X.XXXX,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-002,3.2,Booster TVC Performance,The Thrust Vector Control of the booster SRM shall a probability of maintaining control of the vehicle from lift-off through 1st stage/ 2nd stage separation in the most stressing natural and induced environments of > x.x.xxxx,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-003,3.3,Booster Backwards Compatibility,The Boostershall maintain full backwards compatability to the legacy KV.,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-004,3.4,Probability of Solid Rocket Motor Ignition,The booster shall have a probability of ignitor/ SRM ignition of > X.XXX,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-005,3.5,Booster Acceleration Profile,The Probability the booster will have achieved the Acceleration Profile required to meet the BV separation uncertainty volume and rates shall be > X.XXX,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-006,3.6,Booster RF Emitter General Design Requirements,"Where necessary, safety devices shall be provided to protect operating personnel and exposed initiators during ground operations",Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-007,3.7,Booster RF Emitter General Design Requirements,"The booster RF system shall be installed, erected, relocated, or modified without site plan approval from Range Safety and the RPO.",Analysis,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-008,3.8,Booster RF Emitter General Design Requirements,The booster Fail-safe systems shall be incorporated so that inadvertent operation of any hazardous RF emitting system is prevented.,Analysis,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-009,3.9,Booster Position Error,The booster shall have a probability of placing the KV into a defined position and velocity basket at time of KV separation of > X.XXX,Analysis,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-011,4.1,Probability of Successful Thrust Vector Control,"With the redesign of the 1st stage SRM propellent, the probability of Thrust vector control of 1st stage SRM shall be > X.xxxx",Analysis,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-012,4.2,Booster Burnout Accuracy SEP,The booster Burnout Accuracy SEP shall be < X meters cross axis and Y Y meters along the long axis for the mass properties defined in table X.X,Analysis,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-013,4.3,Booster Reliability,The booster shall have an overall reliability of > x.X.XXXX,Analysis,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-014,4.4,Booster Sustainability,The booster shall have a dormant wooden capability of > XX years,Inspection,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-016,4.6,Booster RF Emitter Initial Test Requirements,The Booster Test results shall be submitted to Range Safety.,,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-017,4.7,Booster RF Emitter Data Requirements,"Site plans shall be submitted to Range Safety and the RPO for all ground-based RF transmitters. See Attachment 1, A1.2.4.10.2.1 of this volume for site plan content",Inspection,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-018,4.8,Booster RF Emitter Design and Test Data,"The Booster RF emitter design and test data requirements shall be submitted in accordance with Attachment 1, A1.2.4.10.2.2 of this volume.",Inspection,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-019,4.9,Booster Laser System Design Standards,"The Booster Laser systems shall be designed to ensure that personnel are not exposed to hazardous emissions in accordance with the requirements of ANSI Z136.1, Safe Use of Lasers, 21 CFR 1040, Performance Standards for Light Emitting Products, and 45 SWI 40-201 or 30 SWI 10-120, Procedures for Operations Involving Non-Ionizing Radiation, and 30 SWI 48-102, as applicable.",Demonstration,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-020,5,Booster System Reliability,The Booster FTS shall undergo an analysis that demonstrates the predicted reliability of the system. The predicted design reliability shall be a minimum of 0.999 at the 95 percent confidence level.,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-021,5.1,Booster Single Point Failure,An FTS shall undergo an analysis that demonstrates that the system satisfies the fault tolerance requirement. Each analysis shall follow a standard industry methodology such as a fault tree analysis or a failure modes effects and criticality analysis.,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-022,5.2,Mass Properties,The Booster shall weigh less than TBD pounds.,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-023,5.3,Booster Bent Pin,The Booster FTS component shall undergo an analysis that demonstrates that any single short circuit occurring as a result of a bent electrical connection pin does not result in inadvertent system activation or inhibiting the proper operation of the system.,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-024,5.4,Booster Radio Frequency (RF) Link,The Booster RF link analyses shall be performed to demonstrate a 12 dB margin over 95 percent of the antenna radiation pattern using a nominal trajectory.,Test,ICBM 1-4,Open
07) Rocket Motor Specification,BST1-025,5.5,Booster Sneak Circuit,"With all components functioning nominally, the The Stage 1 Booster analysis shall demonstrate that there are no latent paths that could cause an undesired event or inhibited function.",Test,ICBM 1-4,Open
08) Booster TVC Actuators,CA-001,3.1,Nozzle Control Actuator Power,"The actuators shall be suitable for use on 3-phase / 60 Hz / 230 or 460V power supply, and must include motor, limit switches, torque switches, hardened steel worm and bronze alloy worm gear, side-mounted handwheel with automatic declutch lever, integral reversing starters, local controls, and terminals for remote control and indication housed within a self-contained sealed enclosure.",Test,ICBM 1-4,Open
08) Booster TVC Actuators,CA-002,3.2,Nozzle Control Actuator Sizing,"The actuator shall be sized to guarantee valve closure at the specified torque and/or thrust requirement as indicated by the valve manufacturer or supplier. The actuator must be adequately sized to provide the torque required to operate the valve at 90% of the nominal voltage. The operating speed shall provide valve closing and opening at approximately 12 inches per minute for gate valves, 4 inches per minute for globe valves and as indicated in the valve list for quarter turn valves. Quarter-turn valves shall be furnished with mechanical stops that restrict the valve/actuator travel.",Test,ICBM 1-4,Open
08) Booster TVC Actuators,CA-003,3.3,Nozzle Control Actuator Humidity,"Actuators shall be suitable for indoor and outdoor use. The actuator shall be capable of functioning in an ambient temperature ranging from -15°F to +175°F, up to 100% relative humidity.",Test,ICBM 1-4,Open
08) Booster TVC Actuators,CA-004,3.4,Nozzle Control Actuator Enclosure,"Actuators shall be 0-ring sealed, watertight to IP-68 (minimum submergence of 25 feet for 72 hours). All compartments shall include double-sealed o-ring and gasket protection from moisture ingress. Where required, actuators for hazardous locations shall be certified explosion proof for Class I / Division 1 & 2 / Groups C & D. All external fasteners shall be of stainless steel. Gear case shall be cast aluminum, and thrust base shall be ductile iron.",Test,ICBM 1-4,Open
08) Booster TVC Actuators,CA-005,3.5,Nozzle Control Actuator Motor,"The electric motor shall be Class F insulated, with a duty rating of at least 10 minutes. Motor shall be specifically designed for electric actuator service, and shall effectively operate within +/- 10% of the rated voltage. The actuator shall include a phase discriminator to disable the motor in case of improper power supply connection.",Test,ICBM 1-4,Open
08) Booster TVC Actuators,CA-006,3.6,Nozzle Control Actuator Gearing,"The actuator gearing shall be totally enclosed in a grease-filled, cast aluminum gear case suitable for operation in any orientation. Actuator gearing shall include hardened steel worm with alloy bronze worm wheel.",Test,ICBM 1-4,Open
08) Booster TVC Actuators,CA-007,3.7,Nozzle Control Actuator Drive nut and thrust base assembly,"For multi turn rising stem applications, the drive nut shall be installed in a detachable, ductile iron thrust base. The design shall allow actuator removal from the thrust base, leaving the thrust base attached to the valve to retain valve position. Thrust bearings shall be lubricated by means of an easily accessible grease fitting.",Analysis,ICBM 1-4,Open
08) Booster TVC Actuators,CA-008,3.8,Nozzle Control Actuator Signal list,b. There shall be one (1) 25 pin Input/Output Connector as defined in Drawing 789692.,Analysis,ICBM 1-4,Open
08) Booster TVC Actuators,CA-009,3.9,Nozzle Control Actuator System clock,All IMU timing shall be derived from the System Clock input identified in Table 2.,Analysis,ICBM 1-4,Open
08) Booster TVC Actuators,CA-010,4,Mass Properties,The actuator shall weigh less than TBD pounds.,Analysis;,ICBM 1-4,Open
08) Booster TVC Actuators,CA-011,4.1,Nozzle Control Actuator Activation time,"b. The output data interface, including BIT, shall be present within 2 seconds after application of all input power and system clock.",,ICBM 1-4,Open
08) Booster TVC Actuators,CA-012,4.2,Nozzle Control Actuator System Reliability,The Nozzle Control Actuator shall undergo an analysis that demonstrates the predicted reliability of the system. The predicted design reliability shall be a minimum of 0.999 at the 95 percent confidence level.,Analysis,ICBM 1-4,Open
08) Booster TVC Actuators,CA-013,4.3,Nozzle Control Actuator Single Point Failure,The Nozzle Control Actuator shall undergo an analysis that demonstrates that the system satisfies the fault tolerance requirement. Each analysis shall follow a standard industry methodology such as a fault tree analysis or a failure modes effects and criticality analysis.,Analysis,ICBM 1-4,Open
08) Booster TVC Actuators,CA-014,4.4,Nozzle Control Actuator Fratricide,"The Nozzle Control Actuator shall undergo an analysis that demonstrates that the flight termination of any stage, at any time during flight, does not sever interconnecting FTS circuitry or ordnance to other stages until flight termination on all the other stages has been initiated.",Inspection,ICBM 1-4,Open
08) Booster TVC Actuators,CA-015,4.5,Nozzle Control Actuator Bent Pin,Each Nozzle Control Actuator shall undergo an analysis that demonstrates that any single short circuit occurring as a result of a bent electrical connection pin does not result in inadvertent system activation or inhibiting the proper operation of the system.,Inspection,ICBM 1-4,Open
08) Booster TVC Actuators,CA-016,4.6,Nozzle Control Actuator Sneak Circuit,"With all components functioning nominally, the Nozzle Control Actuator  analysis shall demonstrate that there are no latent paths that could cause an undesired event or inhibited function.",Inspection,ICBM 1-4,Open
08) Booster TVC Actuators,CA-017,4.7,Nozzle Control Actuator Software and Firmware,"The Nozzle Control Actuator computing system, software, or firmware that performs a software safety critical function shall undergo the analysis needed to ensure reliable operation in accordance with the requirement in Attachment 1 of this document.",Inspection,ICBM 1-4,Open
08) Booster TVC Actuators,CA-018,4.8,Nozzle Control Actuator Radiation Analysis,The Nozzle Control Actuator radiation analysis shall demonstrate that the system and components meet all performance requirements when subjected to emitting sources on the vehicle and from surrounding environments. A summary of the radiation analysis shall be included with the detailed report submitted separately.,Inspection,ICBM 1-4,Open
08) Booster TVC Actuators,CA-019,4.9,Nozzle Control Actuator Breakup Analysis,A Nozzle Control Actuator breakup analysis shall be performed to determine the design and location of the FTS components and subsystems to ensure that the FTS functions reliably during a vehicle failure. The breakup analysis shall account for aerodynamic loading effects at high angle of attack trajectories during early stages of flight.,Inspection,ICBM 1-4,Open
08) Booster TVC Actuators,CA-021,4.11,Nozzle Slew Rate,"The slew rate shall exceed XX°/sec in each axis, for all four nozzles acting simultaneously, retract or extend, for a greater than X° nozzle step command.

",Test,Blk-2,Open
08) Booster TVC Actuators,CA-022,4.12,Nozzle Torque,"The nozzle torque values shall not exceed XXXX in-lbs.
",Test,Blk-2,Open
08) Booster TVC Actuators,CA-023,4.13,Nozzle Max Deflection,"The nozzle max deflection shall not exceed X degrees.
",Test,Blk-2,Open
08) Booster TVC Actuators,CA-024,4.14,TVC Pitch Rise Time,"TVC Max Pitch Rise Time shall be XX ms, max.
",Test,Blk-2,Open
09) Inertial Measurement Unit,IMU-005,3.5,Signal list,a. The electrical interface signal list shall be as defined in Table 2.,Test,Blk-2,Open
09) Inertial Measurement Unit,IMU-006,3.6,Signal list,b. There shall be one (1) 25 pin Input/Output Connector as defined in Drawing XXX.,Test,Blk-2,Open
09) Inertial Measurement Unit,IMU-007,3.7,System clock,All IMU timing shall be derived from the System Clock input identified in Table 2.,Analysis,Blk-2,Open
09) Inertial Measurement Unit,IMU-008,3.8,Activation time,a. The unit shall be fully operational with specified performance within 5 seconds after application of all input power.,Analysis,Blk-2,Open
09) Inertial Measurement Unit,IMU-009,3.9,Activation time,"b. The output data interface, including BIT, shall be present within 2 seconds after application of all input power and system clock.",Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-010,4,Reactivation time,"With all power forms and the System Clock removed for a period not to exceed 6 milliseconds, the unit shall be fully operational with specified performance within 770 milliseconds of reapplication of all power and clock.",Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-011,4.1,Angular rate,The performance specified herein shall be achieved for all logical combinations of the specified environments.,Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-012,4.2,Operating range,a. The unit shall meet the specified performance for all angular input rates with magnitudes up to and including 60°/sec.,Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-013,4.3,Mass Properties,The IMU shall weigh less than TBD pounds.,Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-014,4.4,Design and Construction,The IMU shall not contain electrolytic capacitors.,Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-015,4.5,Scale factor,"a. Before compensation, the unit shall have an incremental angular attitude scale factor not less than 90 µrad/LSB and not greater than 0.99 µrad/LSB.",Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-016,4.6,Scale factor,"b. When compensated per the algorithm defined in Fibersense Document 190001, the incremental angles shall be scaled in units of radians.",Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-017,4.7,Scale factor accuracy,Scale factor variation shall be within 890 parts per million (ppm) of the input.,Inspection,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-018,4.8,Scale factor linearity,"For inputs ranging from the minimum resolution specified in paragraph 3.2.1.2.4 to 100% of full scale,  the maximum scale factor nonlinearity shall be less than or equal to the greater of 300 ppm of the input or the minimum resolution specified in paragraph 3.2.1.2.4.",Inspection,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-019,4.9,Output noise,"The output noise shall be less than 1.0 µrad, one standard deviation. ",Demonstration,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-020,5,Resolution,The expected output change shall be indicated for an input rate change as low as 100 deg/hr.,,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-021,5.1,Bias accuracy,"a. The total bias (day to day, in-run, and all other sources) uncertainty shall be less than 480.0 deg/hr.",Test,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-022,5.2,Bias accuracy,"b. The in-run instability (over any 20 minute period) shall be less than 1.0 deg/hr, using a 5 minute moving average.",Test,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-023,5.3,G-sensitive bias,The acceleration sensitive component of bias shall be less than 0.10 deg/hr/g.,Test,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-024,5.4,Vibration bias (gyro),The vibration sensitive component of bias shall be less than 0.15 deg/hr/g2.,Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-025,5.5,Shock bias (gyro),The shock sensitive component of bias shall be less than 16 microradians per shock.,Analysis,ICBM 1-4,Open
09) Inertial Measurement Unit,IMU-026,5.6,Angle random walk,"The angle random walk shall be be less than 0.050 deg/root hour, one standard deviation.",Analysis,ICBM 1-4,Open
10) +28V Battery,BATT-001,3.1,Interface definition,"The Battery shall conform to the mechanical and electrical interface requirements as defined in drawing FGG44312, hereafter referred to as the Drawing.",Test,ICBM 1-4,Open
10) +28V Battery,BATT-002,3.2,Characteristics,The Battery performance characteristics are as defined herein.  The Battery will remain inactive until the activation signal is applied to the battery.  ,Test,ICBM 1-4,Open
10) +28V Battery,BATT-003,3.3,Performance,"The Battery will meet the performance requirements of 3.2.1 when activated and operated after the non-operating environments of 3.2.5.1, and when operated during and after the operating environments of 3.2.5.2, in any logical combination.",Test,Blk-2,Open
10) +28V Battery,BATT-004,3.4,Output power,The Battery output power as a function of time for the +28V section of the Battery shall meet the requirements of Figure 2.,Test,Blk-2,Open
10) +28V Battery,BATT-005,3.5,Battery Reliability,The battery reliability shall be greater than XX,Test,Blk-2,Open
10) +28V Battery,BATT-006,3.6,Output power, The respective output power and current shall be measured relative to their returns,Test,Blk-2,Open
10) +28V Battery,BATT-007,3.7,Power Output Requirements,The unit will provide power outputs as specified herein:,Analysis,Blk-2,Open
10) +28V Battery,BATT-008,3.8,Voltage Output Range,"All output voltages, which are measured at the interface connection, shall be maintained within the limits defined herein over worst case environmental conditions specified in section 3.2.5, when subjected to the load profiles specified in Figures 2  and 3.",Analysis,Blk-2,Open
10) +28V Battery,BATT-009,3.9,Voltage Output Range,"These voltage limits shall apply when the Battery is under load, not when the Battery is in a no load condition (see 3.2.1.2.4 for no load voltage limits).",Analysis,ICBM 1-4,Open
10) +28V Battery,BATT-010,4,Transient Response,"The maximum voltages of the +28V, +27V, and -11V sections shall not exceed the values specified in 3.2.1.2.4 during the battery activation time of 3.2.1.3.1.",Analysis,ICBM 1-4,Open
10) +28V Battery,BATT-011,4.1,Load Protection,The Battery shall not create a safety hazard when subjected to a max load condition.,Analysis;,ICBM 1-4,Open
10) +28V Battery,BATT-012,4.2,(U)  No load condition.,The maximum voltage under a no load condition for the outputs of the +27/-11V and +28V battery section shall be as follows:  (See table in CIDS),Analysis,ICBM 1-4,Open
10) +28V Battery,BATT-013,4.3,Activation method,The Battery shall be activated by a Laser Initiative Device (LID). The LID signal will be provided by an external source.,Demonstration,ICBM 1-4,Open
10) +28V Battery,BATT-014,4.4,Activation time,The Battery shall meet the specified performance within 10 seconds of the activation signal application.,Demonstration,ICBM 1-4,Open
10) +28V Battery,BATT-015,4.5,Activation power,The Battery shall activate when no less than 5 mJ is applied to the LID for no greater than 10 msec.,Demonstration,ICBM 1-4,Open
10) +28V Battery,BATT-016,4.6,Laser Initiator,The battery initiator shall be safe.,Demonstration,ICBM 1-4,Open
10) +28V Battery,BATT-017,4.7,Insulation resistance,"Prior to activation, the insulation resistance between the points specified in (a) through (k) shall be at least 10 megohms with a potential of 350 to 5670 VDC between the points (a) through (k). (See table in CIDS)",Demonstration,ICBM 1-4,Open
10) +28V Battery,BATT-018,4.8,Charging current,The maximum allowable charging current during battery activation shall be no greater than 10 amps under a diode isolated bus load of 30.8 to 32.3 VDC and a bus network resistance of 242 ? 25 milliohms.,Demonstration,ICBM 1-4,Open
10) +28V Battery,BATT-019,4.9,Continuity,"Prior to Battery activation, the electrical continuity between common connector pins and between the connector backshells and the battery case shall be as follows: (See table in CIDS)",Demonstration,ICBM 1-4,Open
10) +28V Battery,BATT-020,5,Polarity,The polarity of the battery connector output pins shall be as specified on drawing D7050037.,Test,ICBM 1-4,Open
10) +28V Battery,BATT-022,5.1,Outline and mounting,"Overall dimensions, mounting provisions and design details of the Battery shall be in accordance with Drawing D7065434037.",Test,ICBM 1-4,Open
10) +28V Battery,BATT-023,5.2,Mass properties,The Battery CG chall be TBD.,Test,ICBM 1-4,Open
10) +28V Battery,BATT-024,5.3,Battery weight,The Battery weight shall not exceed 46.34 pounds (1969 grams).,Test,ICBM 1-4,Open
10) +28V Battery,BATT-025,5.4,Center of Gravity,The Battery center of gravity shall be in accordance with the installation control drawing TBD.,Test,ICBM 1-4,Open
11) Flight Termination System Specification,FTS-011,3.2.1.22,FTS Data Collection,The FTS shall transfer FTS data to the missile. ,Demonstration,Blk I,Open
11) Flight Termination System Specification,FTS-012,3.2.1.23,ECP Data Collection,The FTS shall collect ECP data using the ECP sensor. ,Demonstration,Blk I,Open
11) Flight Termination System Specification,FTS-013,3.2.1.30,FTS Functional Requirements,"Ensure the flight-terminated vehicle’s debris impact, resulting from residual lift or drift under worst-case wind conditions, will not endanger any protected area. When termination is initiated, it shall be irrevocable.",Inspection;,Blk I,Closed
11) Flight Termination System Specification,FTS-014,3.2.1.31,Command Destruct Signal,The Safe and Arm Device shall initiate the destruct chain within 5 ms of destruct signal receipt.,Inspection;,Blk I,Closed
11) Flight Termination System Specification,FTS-017,3.2.1.45,Launch Power State,"The FTS shall be powered-on for the pre-launch checkout, and remain powered through the remainder of the mission. ",Demonstration,Blk I,Closed
11) Flight Termination System Specification,FTS-019,3.2.1.47,PM&P Quality,"Selected parts, materials, and processes shall be of sufficiently proven quality, as defined in the Mission Assurance Plan, to allow the equipment to meet the functional performance and reliability requirements contained in this document. ",Inspection,Blk I,Closed
11) Flight Termination System Specification,FTS-020,3.2.1.48,Mechanical Design Requirements,"FTS structures and structural components shall meet the requirements contained in Tailorin, Space Systems-Structures, Structural Components, and Structural Assemblies. ",Inspection,Blk I,Closed
11) Flight Termination System Specification,FTS-021,3.2.1.53,Electrical Design Requirements,"The personnel working on and around the FTS, subsystems, and components shall have access to a common electrical ground for protection against electrostatic diFTSharge. ",Inspection,Blk I,Closed
11) Flight Termination System Specification,FTS-022,3.2.1.54,Wiring and Harnesses,"Electrical wiring harness assemblies shall be in accordance with the requirements of 2528195, Tailoring of NASA-S-020, Technical Requirements for Wiring Harness, Space Vehicle. ",Analysis,Blk I,Closed
11) Flight Termination System Specification,FTS-023,3.2.1.56,Interface Connector Bonding,"The bonding resistance of the cable shield termination path through the mating connector assemblies to the interface shall not exceed 10 milliohms, with no more than 2.5 milliohms across a single joint. ",Analysis,Blk I,Closed
11) Flight Termination System Specification,FTS-026,3.2.1.59,Range Compatibility,The flight configured LV/FTS shall be compatible with the launch site RF requirements (may include RF mitigation measures coordinated with the launch site). ,Analysis,Blk I,Closed
13) Hazards,Battery-HAZ-001,3.1,Structural Failure,Electric shock could occur when personnel make contact with charged electrical conductors resulting in effects ranging from mild surprise to loss of life.,Demonstration,0,Closed
13) Hazards,Battery-HAZ-002,3.2,Propulsion Hazards,"Loss of integrity of the signal in space (SIS) is a condition where the broadcast error in the SIS (position, velocity, or time) exceeds the bounded error. The user may depend on incorrect GPS accuracy resulting in a user hazard. This enterprise level hazard is under the purview of the Missile  group and is not addressed by Missile System Safety.",Analysis,0,Closed
13) Hazards,Battery-HAZ-003,3.3,Rupture/Leakage of Battery Cell(s),"Transition is the ability to deploy a new system into current operations and roll some or all capabilities back to the legacy, AEP system. Transition is a mitigation against for Missile system failure after deployment.  The capability to transition is a major driver for the system being common with AEP. An inability to transition in the presence of system failure leaves the crew with no operational system.",Test,0,Closed
13) Hazards,Battery-HAZ-004,3.4,Inadvertent Activation of Deployment Mechanisms,Electric shock could occur when personnel make contact with charged electrical conductors resulting in effects ranging from mild surprise to loss of life.,Demonstration,0,Closed
13) Hazards,Battery-HAZ-005,3.5,Inadvertent Transmission of RF,This hazard record was rejected as exclusively being an Missile hazard.,Demonstration,0,Closed
13) Hazards,Battery-HAZ-008,3.8,Battery Case Rupture,"Transition is the ability to deploy a new system into current operations and roll some or all capabilities back to the legacy, AEP system. Transition is a mitigation against for Missile system failure after deployment.  The capability to transition is a major driver for the system being common with AEP. An inability to transition in the presence of system failure leaves the crew with no operational system.

The venting mechanisms of five different commercial 18650 cell designs and one prototype cell design were examined via high-speed radiography during thermal runaway. The specifications of the tested cells are presented in Table 1, where the cells contain one or more of four different electrode materials, LiNixMnyCozO2 (NMC), LiNixCoyAlzO2 (NCA), LiMn2O4 (LMO), and LiCoO2 (LCO).",Inspection,0,Closed
13) Hazards,FTS-HAZ-001,7.1,Flight Termination Command Destruct Signal,"Delay in the command destruct process could affect the flight-terminated vehicle’s debris impact, resulting from residual lift or drift under worst-case wind conditions, and endanger protected areas. ",Inspection,0,Closed
13) Hazards,FTS-HAZ-002,7.2,Delayed FTS Signal Software Modification,Risk could cause FTV-1 to veer off course.,Demonstration,0,Closed
